CAS No.,Chemical Name,Species Name,Common Name,Effect,Measurement,Endpoint,Dur (Std),Conc. Type,Conc. Mean (Std),Conc. Units (Std),Pub. Year,Citation
153719234,Thiamethoxam,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,NOEL,4,Active ingredient,2,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Trichogramma nubilale,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,2.008,mg/L,2013,"Chen,X., M. Song, S. Qi, and C. Wang. Safety Evaluation of Eleven Insecticides to Trichogramma nubilale (Hymenoptera: Trichogrammatidae). J. Econ. Entomol.106(1): 136-141, 2013. ECOREF #167672"
165252700,Dinotefuran,Procambarus clarkii,Red Swamp Crayfish,Mortality,Mortality,LC50,4,Active ingredient,2.032,AI mg/L,2009,"Barbee,G.C., and M.J. Stout. Comparative Acute Toxicity of Neonicotinoid and Pyrethroid Insecticides to Non-Target Crayfish (Procambarus clarkii) Associated with Rice-Crayfish Crop Rotations. Pest Manag. Sci.65(11): 1250-1256, 2009. ECOREF #120043"
138261413,Imidacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC50,1,Active ingredient,2.217,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
153719234,Thiamethoxam,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC90,3,Active ingredient,2.278,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
135410207,Acetamiprid,Adelphocoris lineolatus,Alfalfa Plant Bug,Mortality,Mortality,LC50,2,Active ingredient,2.3,AI mg/L,2015,"Liu,Y.Q., B. Liu, A. Ali, S.P. Luo, Y.H. Lu, and G.M. Liang. Insecticide Toxicity to Adelphocoris lineolatus (Hemiptera: Miridae) and its Nymphal Parasitoid Peristenus spretus (Hymenoptera: Braconidae). J. Econ. Entomol.108(4): 1779-1785, 2015. ECOREF #174205"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,2.3,mg/L,1999,"Luo,Y., Y. Zang, Y. Zhong, and Z. Kong. Toxicological Study of Two Novel Pesticides on Earthworm Eisenia foetida. Chemosphere39(13): 2347-2356, 1999. ECOREF #20610"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,2.3,AI mg/kg soil,2000,"Zang,Y., Y. Zhong, Y. Luo, and Z.M. Kong. Genotoxicity of Two Novel Pesticides for the Earthworm, Eisenia fetida. Environ. Pollut.108(2): 271-278, 2000. ECOREF #46330"
135410207,Acetamiprid,Stethorus japonicus,Ladybird Beetle,Mortality,Mortality,LC50,2,Formulation,2.31,ppm,2001,"Mori,K., and T. Gotoh. Effects of Pesticides on the Spider Mite Predators, Scolothrips takahashii (Thysanoptera: Thripidae) and Stethorus japonicus (Coleoptera: Coccinellidae). Int. J. Acarol.27(4): 299-302, 2001. ECOREF #69742"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,2.36,AI mg/kg soil,2009,"Gomez-Eyles,J.L., C. Svendsen, L. Lister, H. Martin, M.E. Hodson, and D.J. Spurgeon. Measuring and Modelling Mixture Toxicity of Imidacloprid and Thiacloprid on Caenorhabditis elegans and Eisenia fetida. Ecotoxicol. Environ. Saf.72(1): 71-79, 2009. ECOREF #109666"
153719234,Thiamethoxam,Bombyx mori,Silkworm,Mortality,Mortality,LC50,8,Active ingredient,2.38,mg/L,2016,"Yu,R.X., Y.H. Wang, X.Q. Hu, S.G. Wu, L.M. Cai, and X.P. Zhao. Individual and Joint Acute Toxicities of Selected Insecticides Against Bombyx mori (Lepidoptera: Bombycidae). J. Econ. Entomol.109(1): 327-333, 2016. ECOREF #173116"
138261413,Imidacloprid,Chaoborus obscuripes,Midge,Mortality,Mortality,LC10,4,Active ingredient,2.413,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,LC50,3,Active ingredient,2.462,AI ppm,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
153719234,Thiamethoxam,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,2.48,AI mg/L,2012,"Wang,Y., L. Chen, R. Yu, X. Zhao, C. Wu, T. Cang, and Q. Wang. Insecticide Toxic Effects on Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Pest Manag. Sci.68(12): 1564-1571, 2012. ECOREF #163185"
138261413,Imidacloprid,Podisus maculiventris,Spined Soldier Bug,Mortality,Mortality,LC50,6,Active ingredient,2.5,AI mg/L,1996,"De Cock,A., P. De Clercq, L. Tirry, and D. Degheele. Toxicity of Diafenthiuron and Imidacloprid to the Predatory Bug Podisus maculiventris (Heteroptera: Pentatomidae). Environ. Entomol.25(2): 476-480, 1996. ECOREF #39981"
138261413,Imidacloprid,Nilaparvata lugens,Brown Planthopper,Mortality,Mortality,LC50,2,Formulation,2.6,ppm,2000,"Tanaka,K., S. Endo, and H. Kazano. Toxicity of Insecticides to Predators of Rice Planthoppers: Spiders, the Mirid Bug and the Dryinid Wasp. Appl. Entomol. Zool.35(1): 177-187, 2000. ECOREF #69655"
138261413,Imidacloprid,Folsomia candida,Springtail,Mortality,Mortality,LC50,14,Formulation,2.6,AI mg/kg soil,2002,"Idinger,J. Laboratory Studies to Detect Effects of Selected Plant Protection Products on Folsomia candida (Collembola: Isotomidae). J. Plant Dis. Prot.109(5): 512-529, 2002. ECOREF #79036"
210880925,Clothianidin,Apis mellifera,Honey Bee,Mortality,Mortality,LD50,3,Active ingredient,2.608,AI ug/g food,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
210880925,Clothianidin,Apis mellifera,Honey Bee,Mortality,Mortality,LC50,3,Active ingredient,2.667,AI ppm,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
210880925,Clothianidin,Apis mellifera,Honey Bee,Mortality,Mortality,LD50,2,Active ingredient,2.689,AI ug/g food,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
135410207,Acetamiprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,2.69,AI mg/kg soil,2015,"Wang,K., S. Pang, X. Mu, S. Qi, D. Li, F. Cui, and C. Wang. Biological Response of Earthworm, Eisenia fetida, to Five Neonicotinoid Insecticides. Chemosphere132:120-126, 2015. ECOREF #173321"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,2.75,mg/kg,2015,"Wang,Y., C. Chen, Y. Qian, X. Zhao, Q. Wang, and X. Kong. Toxicity of Mixtures of lambda-Cyhalothrin, Imidacloprid and Cadmium on the Earthworm Eisenia fetida by Combination Index (CI)-Isobologram Method. Ecotoxicol. Environ. Saf.111:242-247, 2015. ECOREF #168952"
153719234,Thiamethoxam,Apis mellifera ssp. ligustica,Italian Honeybee,Mortality,Mortality,LD50,3,Active ingredient,2.75,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
138261413,Imidacloprid,Allolobophora icterica,Earthworm,Mortality,Mortality,LC50,14,Formulation,2.81,AI mg/kg soil,2005,"Capowiez,Y., M. Rault, G. Costagliola, and C. Mazzia. Lethal and Sublethal Effects of Imidacloprid on Two Earthworm Species (Aporrectodea nocturna and Allolobophora icterica). Biol. Fertil. Soils41(3): 135-143, 2005. ECOREF #101966"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,2.82,mg/kg,2012,"Wang,Y., T. Cang, X. Zhao, R. Yu, L. Chen, C. Wu, and Q. Wang. Comparative Acute Toxicity of Twenty-Four Insecticides to Earthworm, Eisenia fetida. Ecotoxicol. Environ. Saf.79:122-128, 2012. ECOREF #163184"
210880925,Clothianidin,Apis mellifera,Honey Bee,Mortality,Mortality,LD50,1,Active ingredient,2.844,AI ug/g food,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
138261413,Imidacloprid,Leptinotarsa decemlineata,Colorado Potato Beetle,Mortality,Mortality,LC20,10,Formulation,2.9,ppm,2001,"Furlong,M.J., and E. Groden. Evaluation of Synergistic Interactions Between the Colorado Potato Beetle (Coleoptera:  Chrysomelidae) Pathogen Beauveria bassiana and the Insecticides, Imidacloprid, and Cyromazine. J. Econ. Entomol.94(2): 344-356, 2001. ECOREF #100704"
150824478,Nitenpyram,Trichogramma evanescens,Parasitic Wasp,Mortality,Mortality,LC50,1.0417,Active ingredient,2.9,AI mg/L,2014,"Wang,Y., C. Wu, T. Cang, L. Yang, W. Yu, X. Zhao, Q. Wang, and L. Cai. Toxicity Risk of Insecticides to the Insect Egg Parasitoid Trichogramma evanescens Westwood (Hymenoptera: Trichogrammatidae). Pest Manag. Sci.70(3): 398-404, 2014. ECOREF #173922"
138261413,Imidacloprid,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,2.94,AI mg/L,2015,"Li,W., P. Zhang, J. Zhang, W. Lin, Y. Lu, and Y. Gao. Acute and Sublethal Effects of Neonicotinoids and Pymetrozine on an Important Egg Parasitoid, Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Biocontrol Sci. Technol.25(2): 121-131, 2015. ECOREF #173149"
210880925,Clothianidin,Apis mellifera ssp. ligustica,Italian Honeybee,Mortality,Mortality,LD50,3,Active ingredient,2.96,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
210880925,Clothianidin,Apis mellifera,Honey Bee,Mortality,Mortality,LC50,2,Active ingredient,2.967,AI ppm,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
138261413,Imidacloprid,Aedes albopictus,Asian Tiger Mosquito,Mortality,Mortality,LC90,1,Active ingredient,3,AI mg/L,2004,"Liu,H., E.W. Cupp, A. Guo, and N. Liu. Insecticide Resistance in Alabama and Florida Mosquito Strains of Aedes albopictus. J. Med. Entomol.41(5): 946-952, 2004. ECOREF #99823"
138261413,Imidacloprid,Tamarixia triozae,Eulophid Parasitoid,Mortality,Mortality,LOEL,1,Active ingredient,3,AI mg/L,2015,"Martinez,A.M., J.M. Chavarrieta, S.I. Morales, K.B. Caudillo, J.I. Figueroa, O. Diaz, R. Bujanos, B. Gomez, E. Vinuela,. Behavior of Tamarixia triozae Females (Hymenoptera: Eulophidae) Attacking Bactericera cockerelli (Hemiptera: Triozidae) and Effects of Three Pesticides on This Parasitoid. Environ. Entomol.44(1): 3-11, 2015. ECOREF #173862"
138261413,Imidacloprid,Tamarixia triozae,Eulophid Parasitoid,Mortality,Mortality,NR-LETH,2,Active ingredient,3,AI mg/L,2015,"Martinez,A.M., J.M. Chavarrieta, S.I. Morales, K.B. Caudillo, J.I. Figueroa, O. Diaz, R. Bujanos, B. Gomez, E. Vinuela,. Behavior of Tamarixia triozae Females (Hymenoptera: Eulophidae) Attacking Bactericera cockerelli (Hemiptera: Triozidae) and Effects of Three Pesticides on This Parasitoid. Environ. Entomol.44(1): 3-11, 2015. ECOREF #173862"
138261413,Imidacloprid,Passer domesticus,House Sparrow,Mortality,Mortality,NOEL,7,Not coded,3,AI mg/kg bdwt,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
210880925,Clothianidin,Apis mellifera ssp. mellifera,European Dark Bee,Mortality,Mortality,LD50,3,Active ingredient,3.03,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
153719234,Thiamethoxam,Apis mellifera ssp. mellifera,European Dark Bee,Mortality,Mortality,LD50,3,Active ingredient,3.09,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
138261413,Imidacloprid,Coturnix coturnix,Quail,Mortality,Mortality,NOEL,13,Active ingredient,3.1,AI mg/kg bdwt,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Apis mellifera ssp. carnica,Carniolan Honey Bee,Mortality,Mortality,LD50,3,Active ingredient,3.11,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
210880925,Clothianidin,Apis mellifera ssp. ligustica,Italian Honeybee,Mortality,Mortality,LD50,2,Active ingredient,3.12,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,7,Active ingredient,3.15,mg/kg,2012,"Wang,Y., T. Cang, X. Zhao, R. Yu, L. Chen, C. Wu, and Q. Wang. Comparative Acute Toxicity of Twenty-Four Insecticides to Earthworm, Eisenia fetida. Ecotoxicol. Environ. Saf.79:122-128, 2012. ECOREF #163184"
138261413,Imidacloprid,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC50,1,Active ingredient,3.18,AI mg/L,2012,"Ahmed,M.A.I., and F. Matsumura. Synergistic Actions of Formamidine Insecticides on the Activity of Pyrethroids and Neonicotinoids Against Aedes aegypti (Diptera: Culicidae). J. Med. Entomol.49(6): 1405-1410, 2012. ECOREF #168249"
153719234,Thiamethoxam,Bombyx mori,Silkworm,Mortality,Mortality,LC50,7,Active ingredient,3.18,mg/L,2016,"Yu,R.X., Y.H. Wang, X.Q. Hu, S.G. Wu, L.M. Cai, and X.P. Zhao. Individual and Joint Acute Toxicities of Selected Insecticides Against Bombyx mori (Lepidoptera: Bombycidae). J. Econ. Entomol.109(1): 327-333, 2016. ECOREF #173116"
138261413,Imidacloprid,Trichogramma cacoeciae,Parasitoid Wasp,Mortality,Mortality,LC90,1,Active ingredient,3.2,AI ug/ml,2011,"Saber,M. Acute and Population Level Toxicity of Imidacloprid and Fenpyroximate on an Important Egg Parasitoid, Trichogramma cacoeciae (Hymenoptera: Trichogrammatidae). Ecotoxicology20(6): 1476-1484, 2011. ECOREF #166649"
153719234,Thiamethoxam,Musca domestica,House Fly,Mortality,Mortality,LC50,2,Active ingredient,3.23,AI mg/kg food,2015,"Burgess,E.R., and B.H. King. Compatibility of the Parasitoid Wasp Spalangia endius (Hymenoptera: Pteromalidae) and Insecticides Against Musca domestica (Diptera: Muscidae) as Evaluated by a New Index. J. Econ. Entomol.108(3): 986-992, 2015. ECOREF #171549"
210880925,Clothianidin,Apis mellifera ssp. mellifera,European Dark Bee,Mortality,Mortality,LD50,2,Active ingredient,3.28,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
138261413,Imidacloprid,Encarsia inaron,Parasitic Wasp,Mortality,Mortality,LC10,2,Formulation,3.3,ppm,2012,"Sohrabi,F., P. Shishehbor, M. Saber, and M.S. Mosaddegh. Lethal and Sublethal Effects of Buprofezin and Imidacloprid on the Whitefly Parasitoid Encarsia inaron (Hymenoptera: Aphelinidae). Crop Prot.32:83-89, 2012. ECOREF #168896"
153719234,Thiamethoxam,Apis mellifera ssp. mellifera,European Dark Bee,Mortality,Mortality,LD50,2,Active ingredient,3.31,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,LC50,2,Active ingredient,3.313,AI ppm,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
153719234,Thiamethoxam,Apis mellifera ssp. mellifera,European Dark Bee,Mortality,Mortality,LD50,1,Active ingredient,3.38,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
111988499,Thiacloprid,Ceriodaphnia dubia,Water Flea,Mortality,Mortality,LC50,4,Active ingredient,3.39,AI mg/L,2011,"Qin,G., S.M. Presley, T.A. Anderson, W. Gao, and J.D. Maul. Effects of Predator Cues on Pesticide Toxicity:  Toward an Understanding of the Mechanism of the Interaction. Environ. Toxicol. Chem.30(8): 1926-1934, 2011. ECOREF #158065"
153719234,Thiamethoxam,Trichogramma japonicum,Parasitic Wasp,Mortality,Mortality,LC95,1,Active ingredient,3.41,AI mg/L,2012,"Zhao,X., C. Wu, Y. Wang, T. Cang, L. Chen, R. Yu, and Q. Wang. Assessment of Toxicity Risk of Insecticides Used in Rice Ecosystem on Trichogramma japonicum, an Egg Parasitoid of Rice Lepidopterans. J. Econ. Entomol.105(1): 92-101, 2012. ECOREF #157945"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,7,Active ingredient,3.48,AI mg/kg soil,2000,"Zang,Y., Y. Zhong, Y. Luo, and Z.M. Kong. Genotoxicity of Two Novel Pesticides for the Earthworm, Eisenia fetida. Environ. Pollut.108(2): 271-278, 2000. ECOREF #46330"
111988499,Thiacloprid,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,NOEL,4,Active ingredient,3.5,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Apis mellifera ssp. ligustica,Italian Honeybee,Mortality,Mortality,LD50,2,Active ingredient,3.53,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
138261413,Imidacloprid,Aporrectodea sp.,Earthworm,Mortality,Mortality,LC50,14,Formulation,3.74,AI mg/kg soil,2005,"Capowiez,Y., M. Rault, G. Costagliola, and C. Mazzia. Lethal and Sublethal Effects of Imidacloprid on Two Earthworm Species (Aporrectodea nocturna and Allolobophora icterica). Biol. Fertil. Soils41(3): 135-143, 2005. ECOREF #101966"
111988499,Thiacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC90,1,Active ingredient,3.743,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
153719234,Thiamethoxam,Apis mellifera ssp. carnica,Carniolan Honey Bee,Mortality,Mortality,LD50,2,Active ingredient,3.75,AI ppm,2013,"Laurino,D., A. Manino, A. Patetta, and M. Porporato. Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes. Bull. Insectol.66(1): 119-126, 2013. ECOREF #165106"
153719234,Thiamethoxam,Gammarus kischineffensis,Amphipod,Mortality,Mortality,LC50,4,Active ingredient,3.751,AI mg/L,2015,"Ugurlu,P., E. Unlu, and E.I. Satar. The Toxicological Effects of Thiamethoxam on Gammarus kischineffensis (Schellenberg 1937) (Crustacea: Amphipoda). Environ. Toxicol. Pharmacol.39(2): 720-726, 2015. ECOREF #173084"
138261413,Imidacloprid,Aedes albopictus,Asian Tiger Mosquito,Mortality,Mortality,LC90,1,Active ingredient,3.8,AI mg/L,2004,"Liu,H., E.W. Cupp, A. Guo, and N. Liu. Insecticide Resistance in Alabama and Florida Mosquito Strains of Aedes albopictus. J. Med. Entomol.41(5): 946-952, 2004. ECOREF #99823"
138261413,Imidacloprid,Gammarus pulex,Scud,Mortality,Mortality,LC50,2,Active ingredient,3.857,AI mg/L,2010,"Ashauer,R., I. Caravatti, A. Hintermeister, and B.I. Escher. Bioaccumulation Kinetics of Organic Xenobiotic Pollutants in the Freshwater Invertebrate Gammarus pulex Modeled with Prediction Intervals. Environ. Toxicol. Chem.29(7): 1625-1636, 2010. ECOREF #153560"
